,Sentences,Labels
4730,at vi fortsætter med at nedbringe gælden  så vi er rustet til dårlige tider  og så der også i fremtiden er penge til at sikre velfærden for vore ældre,1
5706,nu har afghanske soldater og politi taget over,1
1504,den 24  februar blev ukraine overfaldet,0
2665,deres indsats bliver bemærket langt ud over danmarks grænser det gælder dem  der gjorde tjeneste på korvetten  olfert fischer  og på lægeholdet under udsendelsen til golfen,0
5090,det vil vi også tage fat på i det nye år,1
907,måtte 1993 blive et godt år for alle i grønland,0
3584,hvis nogle af jer unge ser med i aften  vi har brug for jer,1
1603,det er det mindste vi kan gøre,0
4003,men langt  langt de fleste af os  burde ikke klage,1
2296,så er det godt at vide  at nogle har gjort det til deres arbejde og livsopgave at yde hjælp,0
4109,tæt på europa lever millioner af mennesker i en armod og elendighed  vi i virkeligheden slet ikke begriber,1
869,over store dele af verden er væksten gået i stå eller sat på vågeblus  og det er bekymrende  også for danmark  skønt vi ikke er blandt de hårdest ramte,0
4582,lykken og tilfredsheden kommer trods alt mest indefra,1
85,der appelleres i et væk til vore følelser såvel som til vor fornuft  og vi fristes til enten helt at lade os rive med eller til ængsteligt at lukke af for alle disse indtryk,0
6468,et trygt land  hvor vi tager os af hinanden,1
1062,de vil huske eller have fået fortalt om helt andre landskaber  andre skikke og et ganske andet vejrlig,0
1398,til min 40 års fødselsdag modtog jeg gaver og telegrammer og hilsener  som jeg er uendelig taknemmelig for  men først og fremmest vil jeg sige tak for de kærlige tanker  jeg føler ligger bag al denne hyldest  og som er en støtte og en kilde til inspiration,0
5581,det er ikke rimeligt,1
4357,i første omgang skal de nye vilkår gælde i to år,1
5797,her i det nye år vil vi tage fat på en samlet indsats  der kan række flere år frem i tiden,1
3403,det  der garanterer at gå i vækst,1
835,her gav vi udtryk for  at danmark er interesseret i at yde en særlig indsats for fred og sikkerhed ved på ny at indtage en plads i fn s sikkerhedsråd,0
2294,i aften omfatter min nytårshilsen også hele forsvaret  hjemmeværnet og beredskabet med tak for hvad de dagligt yder for vores sikkerhed og tryghed her i danmark,0
4746,men der er grænser for selvhjælp,1
6234,hver velkommen herrens år  siger vi fortrystningsfuldt med grundtvigs gamle nytårssalme,1
2024,årets bog er en mærkelig bog,0
4230,i maj besøgte jeg de danske soldater i afghanistan,1
4865,især for de pensionister  der har store boligudgifter,1
206,de har erfaret  hvor meget det giver én selv  når man glæder andre,0
3923,det  synes vi  var helt naturligt i 90 erne,1
5978,betingelsen er at vi stedigt holder fast i den solide og stærke kultur,1
427,i dag ved indgangen til 1995 har vi sværere ved at få øje på stråleglansen over det 21  århundrede,0
5989,og det kan ikke gøres uden  at det kommer til at gøre ondt,1
785,vi oplever jo også vold og ondskab herhjemme,0
2608,det glædeligste og det mest ubehagelige kommer altid bag på én  det er en sand erfaring,0
5594,imellem de gode viljer,1
4805,så i kan vælge selv,1
1414,det skal vi huske på denne aften  hvor de er ekstra savnet herhjemme,0
3309,det er jo selve folkestyrets væsen og indhold,1
2345,egentlig er det oftere i vort eget omdømme  vi ikke syner af noget,0
4605,vore handlinger,1
1099,til de mange overalt i landet  der året rundt gør deres indsats for  at det danske samfund kan leve sin hverdag i tryghed og ro  sender jeg en særlig hilsen og tak,0
720,det grønlandske folk har påtaget sig sit ansvar for grønlands ve og vel  og hjemmestyret har opnået store resultater,0
1927,uforfærdede søfolk har sejlet over hele verden,0
4251,her og nu skal vi først og fremmest håndtere corona,1
261,måtte vi alle få et godt nyt år,0
1931,så er det vigtigt  at vi ikke tager alle goderne for givet  eller betragter vore medmennesker som blot og bart en sag  der skal ekspederes,0
6332,det afspejler den grundlæggende ansvarsbevidsthed  som præger det danske samfund,1
5089,budskabet var  og det er  at aggression ikke skal kunne betale sig,1
5032,for det er det  der skaber glæde og selvrespekt,1
1404,vi bliver ikke borte for os selv i et talløst menneskemylder,0
618,den fødselsdag vil stå som den mest mindeværdige i min erindring,0
5544,før vi kom ind i det europæiske fællesskab  var der bekymringer,1
3603,én havde fået en god karakter,1
4265,selvom vi er vemodige lige nu  er fremtiden håbefuld,1
4029,til skade for os alle sammen,1
6569,men det afhænger også af den savlighed  hvormed oppositionen vil medvirke,1
1218,i det forløbne år har vi oplevet  at uro og usikkerhed har grebet om sig flere steder i verden på en måde  som godt kan bekymre os,0
4944,sandt nok er volden kun et middel  de forholdsvis få tyrer til  men det er et samfundsproblem,1
5228,hun har drevet en garnforretning  og hun har klaret sig hjemme indtil for nylig,1
1436,både sprog og historie er nøglen til vore livsholdninger  til vort menneskesyn og vore vaner,0
4339,vigtigere opgave får vi voksne aldrig,1
983,hvert år  når det bliver nytårsaften  går vore tanker på langfart til dem  der må være hjemmefra på denne aften,0
4609,det er trygheden  der er grundlag for  at man tør noget  skifte job  dygtiggøre sig,1
4081,til alle dem  der byggede og forsvarede landet,1
1307,krisen har gjort sit til at øge den usikkerhed  som vi alle føler over for 1982  en usikkerhed  som særlig de unge mærker som en trussel  hvad enten de står uden arbejde eller ved deres egen arbejdsplads truet  eller det er den verdenspolitiske usikkerhed  der skræmmer dem,0
2642,vi forstår  at vi må tage stilling  og at valget er væsentligt   for os selv i dag og i morgen  og for kommende generationer,0
2973,naturen har været i sit gavmilde hjørne  og virkelysten og foretagsomheden blandt færingerne er stor,0
6437,når livet kokser og er tungt,1
343,og menneskelig fattigdom skulle nødig være prisen for materiel rigdom,0
2566,i aften bringer jeg også alle i forsvaret min nytårshilsen  både til dem  der gør tjeneste her i landet  og til dem  der er udsendt,0
3195,danskerne har ved fælles kraft rystet den økonomiske krise af sig  der er livlig aktivitet rundt om i landet,0
2139,den modtagelse  som det grønlandske folk gav dem  vil de altid mindes  og jeg  som sad nede i danmark  kunne stolt og rørt følge med i alt  hvad der foregik,0
1822,de mister så at sige grebet om livet,0
5313,i disse internationale tider er det vigtigt  at vi også fordyber os i vores egen rige skat i dansk litteratur  musik  billedkunst og teatre,1
4772,folkeskolen er og bliver et meget vigtigt grundlag,1
2243,men vi er knyttet sammen af en fælles historie  og vi er forbundne som mennesker,0
5851,et løfte om  at det kan blive bedre,1
5962,men hvis vi lader være  vil vi blive straffet hårdt,1
2707,jeg vil ønske  at det nye år må blive godt og fornyende også for dem,0
1321,jeg håber  og jeg tror  at vor livsholdning og vore institutioner må vise sig at slå til,0
1027,ved et årsskifte er det almindeligt at se både frem og tilbage,0
5278,selvom det jo helst ikke måtte koste noget i skat,1
3997,det bliver nødvendigt at styre udviklingen også i den offentlige sektor,1
3643,derfor vil jeg i aften sige til både private og offentlige arbejdsgivere  giv erfarne jobansøgere en fair chance,1
4025,det mindede mig om  hvor vigtigt det er  at alle børn og unge får det helt basale på plads,1
1418,kan vi nå at markere os  så at alle kan følge med i hvor betydningsfulde vi er  hver især,0
5014,derfor justerer vi vores eget danske forsvar  så det bliver bedre skikket til at deltage i fn indsatserne  samtidig med at det fortsat kan løse sine øvrige opgaver i en verden  der stadig er usikker,1
2033,i sidste måned udsendte fn en ny klimarapport,0
1731,i det gamle rom var janus  guden for januar måned  udstyret med to ansigter  et  der så tilbage  og et  der så frem,0
2179,prins henrik og jeg sender varme nytårsønsker og en tak af hjertet til alle i grønland,0
5964,nogle af dem er allerede medlemmer af nato   og senere på året kommer flere til,1
1225,nu males der med mørkere farver  men lad os alligevel se op og ud og sætte vore bekymringer i forhold til et større perspektiv,0
4674,vi kan heller ikke vende ryggen til og hygge os i smug,1
1495,dem og deres pårørende skal vi huske på,0
979,det var den villede ondskab  den forsætlige hensynsløshed,0
6097,unge med en anden etnisk baggrund er med til skabe et samfund  hvor mangfoldigheden bliver større  uden at danmark bliver mindre,1
3615,vi må forstærke den indstilling  at alle  der har med den offentlige sektor at gøre  anstrenger sig til det yderste for at hjælpe og lette vilkårene ude på alle de andre arbejdspladser,1
6547,vores tørre og underspillede humor må også være en særlig dansk værdi,1
6488,i efteråret besøgte de mig her på mit kontor,1
2653,landet skal være yndigt   men det må ikke lugte,0
2281,det er  som om flere siger  se på mig  og færre har øje for andre,0
3254,bliver verden bedre af det,0
860,og undertiden ser vi næsten ikke anden mulighed,0
1648,det samme gælder de danske syd for grænsen,0
959,en reduktion af energiforsyningen har i årets sidste måneder medført vanskeligheder  som i særlig grad har ramt de stærkt industrialiserede lande,0
5726,de jævnaldrende er blevet voksne sammen med kronprinsen,1
5102,vi tror på  at danmark er et godt og solidarisk land  som er værd at kæmpe for,1
309,i år kunne grønland fejre indførelsen af den nye selvstyreordning,0
2376,både prins henrik og jeg glæder os til at gense grønland til sommer  vi ser frem til at få indblik i alt det nye  der sker  og til igen at opleve det dejlige land,0
1175,den nye teknologi er jo netop  kunstig,0
4278,det altafgørende for os er naturligvis  at vi bevarer freden og friheden,1
948,min søster  prinsesse benedikte  fyldte 50 i april  og i juni fejrede vi prins henriks 60 års dag,0
3039,vi sender begge vore hjertelige hilsener til grønland og det grønlandske folk med ønsket om et godt nytår,0
6317,jeg er taknemmelig for  at så mange melder sig til tjeneste for danmark i verdens brændpunkter,1
3198,vi skal tænke os om i tide,0
4765,danmark har en kedelig rekord i europa,1
2850,når danmark har høstet anerkendelse viden om  skyldes det i høj grad deres indsats,0
2049,jeg er stolt af  at der lægges mærke til deres indsats  og at de er gode repræsentanter for danmark,0
4220,for kun gennem evnen til at tale sammen og samarbejde kan vi sammen passe på danmark,1
913,virksomheder har grønne strategier,0
1141,urædde danskere har der altid været,0
5194,derfor kan jeg i aften sige det  som det var og er   du  der ser med i aften   du har reddet menneskeliv,1
2194,men når der først ligger 100 små  krøllede stykker papir   og meget andet   så er det ikke så uskyldigt mere  så er det noget griseri   så er forureningen begyndt,0
1891,terroren er ikke et europæisk fænomen  den rammer uskyldige mennesker overalt  mennesker  der blot er i gang med dagligdagens almindelige gøremål,0
2838,mine tanker og nytårsønsker går også til de mange  der oplever dette årsskifte i danmark som en nytårsaften i udlændighed  med sprog og skikke  som de ikke kender  og for hvem fremtiden tegner sig usikker,0
4982,det er ikke nødvendigvis altid dem med færrest penge mellem hænderne,1
3359,den næste store opgave bliver at sikre fortsat fornyelse og udvikling af kvaliteten i børnepasningen  i skolerne  i ældreplejen  på sygehusene,1
5736,der er dem  der mener  at der ikke er noget at gøre ved arbejdsløsheden,1
3634,så var hun jo heldigvis ikke enestående,1
5106,jylland  sjælland  fyn og øerne kan noget andet end hovedstaden,1
4204,det gør der ikke mindst i ældreplejen,1
257,der giver en betydelig frihed  men den er ikke ubegrænset  for ingen kan undslå sig for at vælge,0
1790,det korte møde ved dannevirke og i kirken på gottorp slot vil altid stå som et smukt og varmt minde,0
114,vi er kort sagt meget privilegerede i forhold til verden i øvrigt,0
3257,vi er slet ikke kede af at gøre os bemærket som nation og modtager med glæde ros og opmærksomhed  og vi er ikke uvant med at blive holdt frem som et godt eksempel  men pludselig at blive genstand for ophidselse og vrede er ikke noget  vi er vant til  endsige forventer,0
